image;title;author;format;duzy_rozmiar;maly_rozmiar;kategoria;cena_duzy;cena_maly;ilosc(quantity)
https://as1.ftcdn.net/jpg/03/19/87/70/500_F_319877008_VOD3bed8hbxRMFQeHskkeP2OMZoRip23.jpg;Neon flora - flower composition ;Nydia Lilian;jpeg;4562x3041;1688x1125;Makro;1120.99;538.99;43
https://as2.ftcdn.net/jpg/03/07/21/01/500_F_307210190_bu3kblJYLhNwiCb1Iq6ROemgfdw3Rset.jpg;England  Common Blue  Polyommatus Icarus;Westend61;jpeg;5241x3498;1687x1126;Makro;1120.99;538.99;47
https://as2.ftcdn.net/jpg/02/14/86/85/500_F_214868535_40FjdsupC1L0NjG8cmnmixJotmIOFzx9.jpg;Hornet (Vespa crabro)  Untergroeningen  Baden-Wuerttemberg  Germany  Europe;imageBROKER;jpeg;5482x3620;1696x1120;Makro;1120.99;538.99;36
https://as1.ftcdn.net/jpg/03/75/20/04/500_F_375200452_3qL8HPOCdSnq2SIi25uZjTjN7XLZ8uV2.jpg;Australian Wild Flowers;Rowena Naylor Photography\Stocksy;jpeg;3072x2048;1688x1125;Makro;1120.99;538.99;16
https://as1.ftcdn.net/jpg/03/12/57/28/500_F_312572834_3HrbiwYNEm8L678IxrMNSszisKVA6TGz.jpg;A slice of citrus fruit that has air bubbles trapped within.;Alison Winterroth Photography\Stocksy;jpeg;8256x5504;1688x1125;Makro;1120.99;538.99;90
https://as2.ftcdn.net/jpg/02/11/00/39/500_F_211003973_omfGkGPPvIQ6H7zn5An9tAGze8Q0xxZc.jpg;Zinnia flower  yellow on textured background;Bettina Gueber;jpeg;5000x5000;1378x1378;Makro;1120.99;538.99;60
https://as1.ftcdn.net/jpg/01/73/04/44/500_F_173044417_MsEPPYLvQil7jV89rQbijv951YM3suW4.jpg;Macro of a droplet filled spider web with dew droplets;Carolyn Lagattuta\Stocksy;jpeg;3344x5016;1125x1688;Makro;1120.99;538.99;70
https://as2.ftcdn.net/jpg/02/59/24/51/500_F_259245131_gq32Yxj99MTpzoLRWrsFEsYCeIEC7rVe.jpg;Tiny frog;Matt Watson\Stocksy;jpeg;4895x3268;1687x1126;Makro;1120.99;538.99;47
https://as1.ftcdn.net/jpg/01/95/22/00/500_F_195220026_b3NbDUxsih4Ei0ZGDeHDoiAhyM28cW04.jpg;close-up of insect on plant;Miss Rein\Stocksy;jpeg;2001x3001;1126x1688;Makro;1120.99;538.99;78
https://as2.ftcdn.net/jpg/02/90/59/09/500_F_290590942_5aQ7cOXdN8EXq8WKWH9USG0msv9rWsdR.jpg;Close up of Tiger beetle;Luciano Andres Richino\Scopio;jpeg;5748x3837;1687x1126;Makro;1120.99;538.99;47
https://as2.ftcdn.net/jpg/02/66/40/53/500_F_266405377_Y3CgEJK88PklJNY31fJNykbQSEjNG7Ge.jpg;poppy macro;ALAN SHAPIRO\Stocksy;jpeg;3840x5647;1137x1672;Makro;1120.99;538.99;28
https://as2.ftcdn.net/jpg/02/81/10/29/500_F_281102904_7XZAsG8n0Fe8XJydVBQT6OuKxJbIOcjM.jpg;Leaf Macro Texture;Eldad Carin Ltd.\Stocksy;jpeg;5616x3744;1688x1125;Makro;1120.99;538.99;48
https://as2.ftcdn.net/jpg/02/27/60/87/500_F_227608754_IjaeAAkAISYHZhOrjMBa3pYmYn1zj69r.jpg;a pink and purple clematis;alanshapiro\Stocksy;jpeg;3573x5359;1126x1688;Makro;1120.99;538.99;11
https://as1.ftcdn.net/jpg/02/32/61/30/500_F_232613037_Y8SHx7yux1ktWcHfe4YbJAPpDBMtW3tu.jpg;daisy in bloom;Stocksy;jpeg;3686x4607;1233x1541;Makro;1120.99;538.99;89
https://as2.ftcdn.net/jpg/03/85/16/57/500_F_385165710_zeec7LmawOnLKG7pYds2QEFtGIZ4NnHD.jpg;micrograph plant cells of woody dicot stem;Pansfun Images\Stocksy;jpeg;7952x5304;1688x1126;Makro;1120.99;538.99;2
https://as1.ftcdn.net/jpg/03/78/20/66/500_F_378206674_dp29Y3lGW9LR6yOjcgBUmycJFaKQsFMM.jpg;Curling Birch Bark;Mark Windom\Stocksy;jpeg;4684x3123;1688x1126;Makro;1120.99;538.99;46
https://as2.ftcdn.net/jpg/02/70/67/53/500_F_270675359_Bt6nIylap5QIPB4blJvml7NhuleG0CC2.jpg;Detail of wasp on the plants;Javier Pardina\Stocksy;jpeg;2868x4300;1126x1688;Makro;1120.99;538.99;32
https://as1.ftcdn.net/jpg/02/98/10/02/500_F_298100206_mUh3b9YppCmTmsaDTxT5It6SF6LEWu98.jpg;Closeup magnified part of black and brown ant with glossy head and legs;Pablo Bou\ADDICTIVE STOCK;jpeg;5497x3665;1688x1126;Makro;1120.99;538.99;22
https://as1.ftcdn.net/jpg/03/18/18/36/500_F_318183692_dixGsc4eteEmbAGuYRCimWmoZ9KOjaBC.jpg;Close-Up Of Human Eye;christian zenner\EyeEm;jpeg;4928x2100;2112x900;Makro;1120.99;538.99;11
https://as2.ftcdn.net/jpg/02/20/83/95/500_F_220839555_D5gLprS1Ircmux7JVQ0AxJUQ83ytMoaQ.jpg;Mantis on a flower  Indonesia;RooM The Agency;jpeg;3456x5184;1125x1688;Makro;1120.99;538.99;84
https://as2.ftcdn.net/jpg/02/23/60/69/500_F_223606926_muivrl9e8C1pJlGbCdogpAzAVG6aUyy6.jpg;Close-up of insect on white flowers;Cavan Images;jpeg;4865x3310;1671x1137;Makro;1120.99;538.99;31
https://as2.ftcdn.net/jpg/02/37/30/47/500_F_237304747_zWVaWlf8lidxEplJ9HMd625TUsfO5zJv.jpg;Macro of orchid flower\r\n;ChaoShu Li\Stocksy;jpeg;5469x3646;1688x1125;Makro;1120.99;538.99;77
https://as2.ftcdn.net/jpg/02/14/86/85/500_F_214868576_db9BRRWDZMsTivXnaiPK2F9xlHuPqdLJ.jpg;Scales  Rusty parrotfish (Scarus ferrugineus)  Red Sea  Egypt  Africa;imageBROKER;jpeg;5616x3744;1688x1125;Makro;1120.99;538.99;11
https://as1.ftcdn.net/jpg/02/59/25/04/500_F_259250404_IfUmQ9LIxZehPiwbFZqsaoyVoiAVKTMS.jpg;Macro of white and green flower petals;Kerry Murphy\Stocksy;jpeg;5184x3456;1688x1125;Makro;1120.99;538.99;24
https://as2.ftcdn.net/jpg/03/90/21/79/500_F_390217913_UD1yoaDRjP5o9aPZSzINnLPxCIbSyQkI.jpg;Closeup of lettuce;Alexis Courtney\Stocksy;jpeg;5760x3840;1688x1125;Makro;1120.99;538.99;38
https://as1.ftcdn.net/jpg/02/11/00/22/500_F_211002263_2IDZC3zsXWqktkf2mR9kni6OXJIE9nu1.jpg;Dahlia on plain background  orange;Bettina Gueber;jpeg;4000x6000;1125x1688;Makro;1120.99;538.99;103
https://as1.ftcdn.net/jpg/02/98/15/14/500_F_298151490_JUOUisq3FeA3lxHcT8QVKBP9oglInvVw.jpg;AK - 47;oZ3Photography\Stocksy;jpeg;5760x3840;1688x1125;Makro;1120.99;538.99;8
https://as2.ftcdn.net/jpg/02/27/57/51/500_F_227575177_vhBJq0GQdTJrLg4QOcje76YetcrWgdvS.jpg;Blackberry Closeup;MonicaMurphy\Stocksy;jpeg;5184x3456;1688x1125;Makro;1120.99;538.99;40
https://as2.ftcdn.net/jpg/02/82/69/11/500_F_282691134_WQTtzPNlZjVbgrChvyF6r3HOiewmBrOY.jpg;Tomato Details;Regan Baroni;jpeg;1788x2678;1126x1687;Makro;2240.99;1120.99;89
https://as1.ftcdn.net/jpg/01/95/25/38/500_F_195253807_1yDiJ2AHE1eNYQp4sDJPIUDUc70CmDPe.jpg;cabbage macro;alan shapiro\Stocksy;jpeg;4000x6000;1125x1688;Makro;1120.99;538.99;7
https://as2.ftcdn.net/jpg/02/59/24/55/500_F_259245592_L0q0STAJ9Mspcf1Qm4NXYp3FNS7Yt5a5.jpg;chive blossom;ALAN SHAPIRO\Stocksy;jpeg;3359x5038;1126x1688;Makro;1120.99;538.99;46
https://as2.ftcdn.net/jpg/01/73/81/51/500_F_173815108_rlZoSWzWMbnhzwCfAair5mJTeWjWWVMD.jpg;Purple daisy  macro;Adam Nixon\Stocksy;jpeg;5760x3840;1688x1125;Makro;1120.99;538.99;93
https://as1.ftcdn.net/jpg/03/74/99/40/500_F_374994063_T2BVozOWmfX1B3QtCWVq5veWJzf5CQ1W.jpg;Sapho Longwing Butterfly Macro on Flowers;Brandon Alms\Stocksy;jpeg;4300x3019;1645x1155;Makro;1120.99;538.99;94
https://as1.ftcdn.net/jpg/02/32/58/88/500_F_232588851_CWe7wUagJxJctYgEVU7A1L1w635uth4v.jpg;Kiku;Stocksy;jpeg;3771x5028;1194x1592;Makro;1120.99;538.99;17
https://as2.ftcdn.net/jpg/03/75/20/43/500_F_375204300_JwkwFY5kmxUny3kwlBJIaMCFRnZPahRk.jpg;A bunch of wood pencils;Helen Sotiriadis\Stocksy;jpeg;3888x2592;1688x1125;Makro;1120.99;538.99;66
https://as1.ftcdn.net/jpg/03/33/00/90/500_F_333009014_2mGhI31diEMoAPmBX4Pn89znJuGrveCn.jpg;Dewy spider web;Carolyn Lagattuta\Stocksy;jpeg;3840x4859;1225x1551;Makro;1120.99;538.99;14
https://as1.ftcdn.net/jpg/02/78/30/12/500_F_278301263_mMX9k8CUHsWwwFnNQ66yzHj3GJsh8c1l.jpg;Detail of flowers and plants with waterdrops;Javier Pardina\Stocksy;jpeg;7952x5304;1688x1126;Makro;1120.99;538.99;23
https://as1.ftcdn.net/jpg/02/53/81/94/500_F_253819488_9zypX24r0eWHxPeXo4NkDOtCERvksfQr.jpg;Brownies with chocolate chips on top;Lauren Allen;jpeg;5516x3677;1688x1125;Makro;2240.99;1120.99;3
https://as2.ftcdn.net/jpg/01/78/29/43/500_F_178294335_k6Sy7dT76QkZrQB6FPe4ZL5PjixnSpQ2.jpg;Dandelion seed  ready to fly away;yuko hirao\Stocksy;jpeg;5761x3841;1688x1126;Makro;1120.99;538.99;20
https://as1.ftcdn.net/jpg/02/20/83/72/500_F_220837283_PLxTNzz2vbM38LivBMbQDqWwkQHiZfvp.jpg;Flying frog on a flower  Indonesia;RooM The Agency;jpeg;4288x2848;1691x1123;Makro;1120.99;538.99;29
https://as2.ftcdn.net/jpg/03/77/39/95/500_F_377399598_3YBaLhhATAJxsD20XtI9o6Y75lhhAX94.jpg;A macro shot of green colorful parakeet feathers  bird anatomy;Cavan Images;jpeg;6000x4000;1688x1125;Makro;1120.99;538.99;81
https://as1.ftcdn.net/jpg/03/51/35/58/500_F_351355851_R0SQ1QywjTQehxt320FpyrEY9xpj4fXL.jpg;German  Baden-Wuerttemberg  Close up of dandelions;Westend61;jpeg;5315x3543;1688x1125;Makro;2240.99;1120.99;89
https://as1.ftcdn.net/jpg/02/27/57/52/500_F_227575275_BEvzpWdBBcJDjnl0asTJr0VKfftK4Cl6.jpg;Anemone;alanshapiro\Stocksy;jpeg;3562x4692;1201x1582;Makro;1120.99;538.99;69
https://as1.ftcdn.net/jpg/03/75/00/84/500_F_375008402_zF2prcLxMTkMwvaiQxFIIfyVdLws6Oiw.jpg;Macro of green sedum plant leaves;Kerry Murphy\Stocksy;jpeg;5184x3456;1688x1125;Makro;1120.99;538.99;71
https://as2.ftcdn.net/jpg/02/12/04/33/500_F_212043332_W5J4jPZ0ba2Zh1C2eZxZBviEZptnoxjA.jpg;Cimbex luteus (Cimbex luteus) sawfly  pokeweed (Phytolacca sp.)  Saxony-Anhalt  Germany  Europe;imageBROKER;jpeg;5111x3420;1685x1128;Makro;1120.99;538.99;52
https://as1.ftcdn.net/jpg/02/11/00/22/500_F_211002281_NoNyJFbbFBFo7TBHbGHF081nQqUXNY0a.jpg;Dahlia on plain background;Bettina Gueber;jpeg;5000x5000;1378x1378;Makro;1120.99;538.99;44
https://as1.ftcdn.net/jpg/02/59/25/30/500_F_259253015_j68uyLe56hr7w0L6vnQqSKDfpXoDtCwT.jpg;Green-white dahlia flower macro;Marcel\Stocksy;jpeg;3648x5472;1125x1688;Makro;1120.99;538.99;61
https://as1.ftcdn.net/jpg/03/85/16/54/500_F_385165465_YPUk3UCfW0NWa4JCivRCR25VhwEI2J3Q.jpg;micrograph plant cells of woody dicot stem;Pansfun Images\Stocksy;jpeg;7952x5304;1688x1126;Makro;1120.99;538.99;82
https://as1.ftcdn.net/jpg/02/22/99/98/500_F_222999897_FLA9mro2vCKVOJF8EC9EyqH9CPKJt5bz.jpg;flowers in the garden;Hannah;jpeg;5616x3744;1688x1125;Makro;1120.99;538.99;29
https://as1.ftcdn.net/jpg/01/69/43/96/500_F_169439643_9SIP6BRQWAiYWFrn5VKSHouzAgH7HBvG.jpg;A cleome;alan shapiro\Stocksy;jpeg;3741x5239;1165x1631;Makro;1120.99;538.99;59
https://as1.ftcdn.net/jpg/02/15/90/72/500_F_215907207_ORoiRdLVRzexBbFxBY3laN5rPSvb1e6G.jpg;Poppy macro;ALAN SHAPIRO\Stocksy;jpeg;2946x3968;1188x1600;Makro;1120.99;538.99;96
https://as1.ftcdn.net/jpg/01/95/69/12/500_F_195691233_dblP6YDH51ZSsNRqmJ5A6z0Nkm4feVL8.jpg;Macro detail of green algae;Rob and Julia Campbell\Stocksy;jpeg;3241x4861;1126x1688;Makro;1120.99;538.99;13
https://as2.ftcdn.net/jpg/02/27/60/03/500_F_227600343_haUZk7r6tHViiPIc5njjrarC3wextMnR.jpg;close up image of pink poppy petals;kknox\Stocksy;jpeg;6720x4480;1688x1125;Makro;1120.99;538.99;99
https://as2.ftcdn.net/jpg/02/32/53/03/500_F_232530312_bJytyTiSBBmon8VRzFfjc8lMDA2NH04i.jpg;Rice that is near harvesting;Stocksy;jpeg;5684x3789;1688x1125;Makro;1120.99;538.99;63
https://as2.ftcdn.net/jpg/03/76/77/73/500_F_376777350_j0xAmqUB5C5hTSbaHPn67HaDcCvQ2KAb.jpg;Macro 3D rendering up of glowing CPU;Raw &amp; Rendered\AvantForm;jpeg;3000x3750;1233x1541;Makro;2240.99;1120.99;73
https://as2.ftcdn.net/jpg/02/64/57/13/500_F_264571395_IFuybkmAAWdvmC3TezBScgJ3uouRZ4Ji.jpg;blatt;Cathrin;jpeg;2895x3451;1262x1505;Makro;1120.99;538.99;55
https://as2.ftcdn.net/jpg/02/68/20/01/500_F_268200178_5XY5cdg7KQF3quW2m1ZHj93NF1ZqD3j8.jpg;Macro shoot of yellow plants and flowers inside the forest.;Javier Pardina\Stocksy;jpeg;5205x7804;1126x1688;Makro;1120.99;538.99;56
https://as1.ftcdn.net/jpg/03/18/09/64/500_F_318096462_kR5Y6ECyoLpKHXnRyYoI4NhkADt1CDdn.jpg;Close-Up Of Mushroom Growing On Field;kamil porabik\EyeEm;jpeg;4288x2848;1691x1123;Makro;1120.99;538.99;47
https://as1.ftcdn.net/jpg/02/11/94/70/500_F_211947023_lMpPUCDTGqWSHz3d5Y0X0hDuLnH5BXXn.jpg;Chinese Butterfly red with big black wings;WWC;jpeg;3837x2558;1688x1125;Makro;1120.99;538.99;97
https://as1.ftcdn.net/jpg/01/84/64/80/500_F_184648059_kLD9A5p7jemjRLmJRaoiSLPAWyu2z0La.jpg;Close-up of a spider on a flower;RooM The Agency;jpeg;5472x3648;1688x1125;Makro;1120.99;538.99;67
https://as2.ftcdn.net/jpg/03/37/09/07/500_F_337090742_CKHnyPzlyuZUwkCRUlEDonb1EVBYHggK.jpg;Lavender field during sunset;Pixel Stories\Stocksy;jpeg;7995x5330;1688x1125;Makro;1120.99;538.99;88
https://as2.ftcdn.net/jpg/02/80/07/43/500_F_280074352_Ia5vKlacO5x48EwLoUyHzp6ZHwRXVg3e.jpg;Blueberries ;Simi Jois;jpeg;6016x4016;1687x1126;Makro;2240.99;1120.99;22
https://as1.ftcdn.net/jpg/02/68/18/64/500_F_268186456_DWdBvLLy08Fkl2etyqi0D1UTsj2Ub4Se.jpg;close up image of pink freesia;Kelly Knox\Stocksy;jpeg;6720x4480;1688x1125;Makro;1120.99;538.99;100
https://as2.ftcdn.net/jpg/03/75/00/47/500_F_375004762_T8Kv4G7RLfQanVnUMG9QTHgKcFgSSDRm.jpg;Macro abstract of mum flower petals;Kerry Murphy\Stocksy;jpeg;5184x3456;1688x1125;Makro;1120.99;538.99;15
https://as1.ftcdn.net/jpg/02/27/60/02/500_F_227600232_gQcvqoh9mvzTDnNfSYd9MkBKXFX489pf.jpg;Floating squid in black water;songnick\Stocksy;jpeg;6720x4480;1688x1125;Makro;1120.99;538.99;86
